,species,tribe,subtribe,genus,Argentina,Belize,Bolivia,Brazil,Canada,CaymanIslands,Chile,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,French Guiana,Guadeloupe,Guatemala,Grenada,Guyana,Haiti,Honduras,Jamaica,Martinica,Mexico,Nicaragua,Panama,Paraguay,PuertoRico,Peru,Suriname,TrinidadTobago,Uruguay,USA,Venezuela,VirginIslands,act.di,act.noct,act.crep,hs.canopy,hs.floor,b.tsmbf,b.tsdbf,b.tsgss,b.mangrove,b.fgs,b.dxs,b.tscf,b.tgss,b.tcforest,b.tbmforest,b.montane,mh.flfs,mh.ab,mh.bwa,mh.tttr,mh.th,mh.tt,mh.cr,mh.ca,mh.fwsl,mh.ma,mh.ada,mh.oihd,exta,peri,intra,wild,semi.domestic,domestic,bites.man,bites.mammals,order.notes,seas.wint,seas.summ,lifespan,gonotrophic,cl.size,citations,labrum.length,Labrumepipharynx.length,labruml_wingl,A3_wingl,no.lat.teeth,no.ven.teeth,no.cib.teeth,dental.depth,wing.length,wingl_wingw,wing.width,A3,temp,temp.range,temp.var,rainfall,elevation,flii,wind.speed,canopy,ghm,tree.cover,crops.cover,grass.cover,shrub.cover,urban.cover,water.perm.cover,water.seas.cover,evi,ecoregion.breadth,synarthropy,max.shape,hypo.teeth
155,Lutzomyia (Lutzomyia) ischnacantha,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,1,,,,,,,,,,,3,,,,,,,,,,,,,25.3092041,16.82021484,1.987296402,63.71230036,663.6,7032,1.752357408,4.6,0.206750871,26.48,7.64,32.28,32.76,0,0,0,3586.934783,2,,,
156,Lutzomyia (Lutzomyia) ischyracantha,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,2,,,,,,,10,,,,,,20.74920044,17.64080811,3.459451646,88.6483416,1194,,1.673533607,0,0.511627972,14.8,0,60,20.8,0,0,0,2424.386957,1,,,
157,Lutzomyia (Lutzomyia) lichyi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,11,0.33,,0.15,0.22,5,19,,0.1,2.27,3.2,,,21.88276062,10.5092926,0.170299091,606.5324247,1165.5,,0.612613266,14,0.449643925,36.15,1.4,44.5,17.65,0,0,0,4337.543478,2,,spear,spiculate
158,Lutzomyia (Lutzomyia) longipalpis,Phlebotomini,Lutzomyiina,Lutzomyia,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"man, dog, hamster, chicken, rodent, pig, horse, opossum",1,0,,,,973,0.29,,0.15,0.12,7,19.6,10,0.08,2.03,3.5,,,24.38379852,15.77078979,3.342101382,106.1273908,369.3953835,3569.892473,1.491549927,7.988086374,0.536951276,21.5792692,8.005816555,28.83385533,11.13363162,28.26457867,1.510663684,0.428187919,3331.817993,51,,spear,spiculate
159,Lutzomyia (Lutzomyia) matiasi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Lutzomyia (Lutzomyia) pseudolongipalpis,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Lutzomyia (Lutzomyia) renei,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,1,,,,,,,,,,,15,0.36,,0.16,0.12,8,25,4,0.12,2.29,3.3,,,24.62843186,17.1949526,2.917039489,73.86560931,646.9655172,4821.428571,1.575531191,5.827586207,0.359027651,23.85517241,11,29.51724138,24.64137931,5.137931034,4.731034483,0.275862069,3323.853673,7,,spear,spiculate
162,Lutzomyia (Lutzomyia) souzalopesi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,0.24,,,,,,10,,2.344,3.823817292,0.613,,22.87505493,16.59262085,3.823884182,95.86389363,58,,0.779736612,0,0.882346869,0,0,0,0,100,0,0,2392.495652,1,,,
163,Lutzomyia (Tricholateralis) araracuarensis,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Lutzomyia (Tricholateralis) carvalhoi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,27.15652873,8.759236654,0.747012601,195.2424794,9,9678,2.200749825,9.333333333,0.417604389,59.95,0,11.6,0.75,0,27.7,12.75,2693.370209,3,,,
165,Lutzomyia (Tricholateralis) cruciata,Phlebotomini,Lutzomyiina,Lutzomyia,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,1,,man,,,,,,2,0.29,,0.14,0.16,5.8,18.2,,0.09,1.98,3.6,,,24.99384651,15.32408142,3.950683368,119.6998865,238.25,4767.785714,1.328746222,13.5625,0.423044717,36.8125,10.425,10.0375,13.95,16.25,12.5,0,4564.361918,6,,spear,spiculate
166,Lutzomyia (Tricholateralis) cultellata,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,26.53669128,11.84741211,0.389608077,220.4105854,66,9987,0.435075423,23.5,0.392711055,63.5,2.7,21.2,10.7,0,0,0,4169.386957,1,,,
167,Lutzomyia (Tricholateralis) diabolica,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,,man,,,,,,0,0.34,,,,5,17,6,0.1,,,,,22.8250061,20.85961405,14.8285232,71.22079159,571.3333333,,0.982241716,6.833333333,0.623248535,9.733333333,21.23333333,24.6,23.1,16.66666667,0,0,2748.6,2,,spear,spiculate
168,Lutzomyia (Tricholateralis) evangelistai,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,26.65784302,10.32293701,0.499896088,195.1692402,47,2131,1.370041289,13.6,0.596705839,28.06666667,0,3.466666667,1.8,66.66666667,0,0,2330.645121,3,,,
169,Lutzomyia (Tricholateralis) falcata,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,1,0,,,,,,,,,,0,,,,,,,,,,,,,23.41755829,14.53105927,1.096684573,189.0696557,340.25,2102.666667,0.459502422,25,0.201983573,69.35,12.9,7.3,9.45,0,0,0,4397.184783,2,,,
170,Lutzomyia (Tricholateralis) flabellata,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,25.7067276,15.3245697,0.795929415,166.2143171,187.25,1974,0.463641215,11.75,0.574283885,24.95,5.1,14.55,4.3,50,0,0,3248.91087,2,,,
171,Lutzomyia (Tricholateralis) gomezi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,mammals,,,,,,0,0.29,,0.14,0.15,6.2,22,,0.09,2.01,3.4,,,25.39930827,10.88691915,0.594891575,252.3628319,455.6666667,5659.142857,0.964946027,15.56666667,0.370043221,46.69285714,8.235714286,26.01428571,7.957142857,10.92857143,0,0,3866.88576,13,,spear,spiculate
172,Lutzomyia (Tricholateralis) legerae,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Lutzomyia (Tricholateralis) maesi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.306,,,5,21,,,2.39,3.296551724,0.725,,,,,,,,,,,,,,,,,,,,,,
174,Lutzomyia (Tricholateralis) marinkellei,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,1,0,,,,,,,,,,0,,,,,,,,,,,,,25.17351685,16.32348633,0.77653087,163.7693942,300,,0.654454926,22,0.164204344,19.4,0,62.6,18,0,0,0,4797.726087,1,,,
175,Lutzomyia (Tricholateralis) sherlocki,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,1,1,,,,,,,,,,0,,,,,,,,,,,,,25.37727509,15.82352193,0.958636538,181.9008552,232.0833333,4433.833333,0.467844579,23.91666667,0.199532157,66.26666667,0.533333333,21.36666667,6.666666667,5.166666667,0,0,4694.280072,3,,,
176,Lutzomyia (Tricholateralis) spathotrichia,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,26.71456299,11.12039185,0.806692641,219.6532041,50,,0.923870386,16,0.477160901,0,0,6.6,0,93.4,0,0,1929.934783,1,,,
177,Lutzomyia chotensis,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Lutzomyia ignacioi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,4,,3.5,3.5,1,0.49,,,,,,,,,,,,,,,,,,,,,
179,Lutzomyia infusca,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Lutzomyia manciola,Phlebotomini,Lutzomyiina,Lutzomyia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24,,,,,,4,,2.34,3.162162162,0.74,,,,,,,,,,,,,,,,,,,,,,
181,Lutzomyia ponsi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.276,,,,,8,,3.36,3.294117647,1.02,,,,,,,,,,,,,,,,,,,,,,
182,Lutzomyia tanyopsis,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Lutzomyia vargasi,Phlebotomini,Lutzomyiina,Lutzomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Migonemyia (Blancasmyia) bursiformis,Phlebotomini,Lutzomyiina,Migonemyia,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,,1,,man,,,,,,0,0.23,,0.15,0.08,6,41,,0.12,1.53,3.6,,,,,,,,,,,,,,,,,,,,,,sabre,rough
185,Migonemyia (Blancasmyia) cerqueirai,Phlebotomini,Lutzomyiina,Migonemyia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,0,0,,,,,,,,1,hamster,,,,,,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Migonemyia (Blancasmyia) gorbitzi,Phlebotomini,Lutzomyiina,Migonemyia,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,,,,,,21.30458984,13.91702271,2.5695218,79.17097211,131,,1.280577777,0,0.487711519,25.8,35.2,22.8,14,0,0,0,1902.265217,1,,,
187,Migonemyia (Blancasmyia) moucheti,Phlebotomini,Lutzomyiina,Migonemyia,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,0,0.21,,,,,,4,,1.32,3.666666667,0.36,,,,,,,,,,,,,,,,,,,,,,
188,Migonemyia (Migonemyia) migonei,Phlebotomini,Lutzomyiina,Migonemyia,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"dogs, man, chicken, rat",0,1,,7,,63,0.24,,0.13,0.1,5.3,21.7,,0.07,1.81,3.3,,,23.75172431,17.16465759,3.901233342,107.4139699,518.6489362,3131.868421,1.212961883,9.627659574,0.475816024,28.78723404,10.41489362,24.65319149,13.01276596,22.26595745,0.3,0.140425532,3610.96975,15,46.8,spear,spiculate
189,Migonemyia (Migonemyia) rabelloi,Phlebotomini,Lutzomyiina,Migonemyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Migonemyia (Migonemyia) vaniae,Phlebotomini,Lutzomyiina,Migonemyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,1,,0.283,,,4.5,22,4,,2.06,3.074626866,0.67,0.22,19.47072754,20.32049561,8.535836078,136.1844242,129,2325,0.734472966,14,0.459666789,2.6,0,39.4,0.8,0,57.2,12.4,4661.521739,1,,,
191,Pintomyia (Pifanomyia) amilcari,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Pintomyia (Pifanomyia) andina,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Pintomyia (Pifanomyia) antioquiensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Pintomyia (Pifanomyia) aulari,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Pintomyia (Pifanomyia) boliviana,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Pintomyia (Pifanomyia) cajamarcensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Pintomyia (Pifanomyia) christophei,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Pintomyia (Pifanomyia) columbiana,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Pintomyia (Pifanomyia) deorsa,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.3969,,,5.5,22.5,4,,2.5764,3.23505776,0.7964,,,,,,,,,,,,,,,,,,,,,,
200,Pintomyia (Pifanomyia) diazi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Pintomyia (Pifanomyia) disjuncta,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Pintomyia (Pifanomyia) emberai,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Pintomyia (Pifanomyia) evansi,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.28,,0.16,0.09,6,20.2,,0.08,1.8,3.4,,,,,,,,,,,,,,,,,,,,,,spear,spiculate
204,Pintomyia (Pifanomyia) gruta,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Pintomyia (Pifanomyia) guilvardae,Phlebotomini,Lutzomyiina,Pintomyia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Pintomyia (Pifanomyia) itza,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Pintomyia (Pifanomyia) limafalcaoae,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.225,,,3.5,13,5,,2.37,3.246575342,0.73,,,,,,,,,,,,,,,,,,,,,,
208,Pintomyia (Pifanomyia) longiflocosa,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Pintomyia (Pifanomyia) maranonensis,Phlebotomini,Lutzomyiina,Pintomyia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,16.3108256,13.36531576,0.534039538,187.2690767,1722,7363,0.654185536,9.666666667,0.400022298,49.06666667,9.2,23.8,17.93333333,0,0,0,3516.897101,3,,,
210,Pintomyia (Pifanomyia) misionensis,Phlebotomini,Lutzomyiina,Pintomyia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
